gene,MetS,SI
EVI5L,7.596163545,-9.119833587999999
EVPL,-2.012122054,-7.819265752000001
EWSR1,9.214593647000001,-9.635688774
EXD2,3.215912988,-11.81811137
EXD3,6.261646852999999,-10.08052935
EXO1,4.7347362319999995,5.355427187
EXO5,2.378942332,-3.0146706819999998
EXOC1,0.389551353,-10.06448789
EXOC2,11.92006043,0.8939621959999999
EXOC3,5.251492246000001,1.819718815
EXOC3L1,-3.587133297,-1.9198925690000002
EXOC4,9.479242814,-3.636737615
EXOC5,-4.476933572,-0.8556705990000001
EXOC6,-2.256828631,2.25158507
EXOC6B,4.7195852810000005,3.8382179869999997
EXOC7,5.523207985,-5.501600678
EXOC8,-0.924391145,-6.299028689
EXOG,-5.043160108,-9.459832962
EXOSC1,1.2382837070000001,3.579335627
EXOSC10,4.584123101,0.837335603
EXOSC2,2.791597264,-11.08320852
EXOSC3,-3.610027185,-7.753939195
EXOSC4,2.8984077210000003,3.1615950489999998
EXOSC5,7.460481576,-2.627729042
EXOSC7,5.49447869,-6.354361752999999
EXOSC8,-0.8510837809999999,-10.98818455
EXOSC9,-2.661294495,-10.47196117
EXPH5,-1.8883678780000002,-10.81974909
EXT1,-1.604409005,-3.5382409619999997
EXT2,6.171841756,-6.841863254
EXTL2,0.38969055399999997,3.0892784389999997
EXTL3,0.21782139399999997,3.319857767
EYA3,5.865372118,-8.019264906
EYS,4.446601531000001,-7.69466685
EZH1,-0.7010775140000001,-7.749748331
EZH2,2.337860125,3.540037779
EZHIP,1.4729229369999999,-9.145634955
EZR,4.512366237,0.330321278
F11R,-4.62037495,-4.508605294
F12,-1.027001564,7.539032453
F13A1,-2.17645905,-4.931191544
F2R,-0.45575429,4.608365073
F2RL1,2.765442704,-10.68340587
F2RL3,-6.806698712,-5.295176281
F8,-1.114309457,6.449189734
FA2H,4.839960005,2.51696975
FAAH,-2.9118895410000003,8.074792665
FAAH2,8.333693862,-10.10421708
FAAP100,9.016157526,-9.019882139
FAAP20,5.651600936,5.171947594
FAAP24,7.4789765710000005,-3.780750817
FABP3,1.521001621,7.0893903620000005
FABP6,-1.9065608790000002,-4.478454486
FADD,7.466114615,-9.002857426
FADS1,11.50791164,-3.5242670639999996
FADS2,11.77992578,-5.06376588
FAF1,4.114304736,-0.9650199009999999
FAF2,4.371156439,-8.617262291
FAH,6.737849442999999,-9.090309686
FAHD1,-4.668502276,1.689438393
FAHD2A,5.071931855,-6.727645666
FAHD2B,8.538866189,-6.40975785
FAIM,-3.431723035,-9.654495733
FAM102A,3.784422171,-11.9868856
FAM102B,-4.10003332,-1.549720507
FAM104A,4.334645041,1.9788913830000001
FAM104B,-1.623480494,7.302649125
FAM107B,-2.747155608,-3.6770796260000003
FAM110A,8.447970699999999,-5.5179309000000005
FAM110B,-0.219325833,0.275324375
FAM110C,5.771140506,2.031254293
FAM111A,-0.40230824600000004,-4.673853804
FAM111B,0.313852554,7.086804252
FAM114A2,3.8914080739999997,-8.949722485
FAM117A,2.7365887260000004,-2.302689374
FAM117B,-1.9698143590000001,-11.18717146
FAM118A,9.687135676,-5.842715964
FAM120A,0.13471444900000001,-8.021696432999999
FAM120AOS,-2.655281669,-7.136154315
FAM120B,7.969589619,-0.44109314299999997
FAM120C,3.6596690960000005,-9.491019144
FAM122A,-1.49168203,-11.54093873
FAM122B,-0.8013208159999999,-10.84824891
FAM122C,-0.471658498,-12.32705907
FAM124B,4.506516809,-3.892259307
FAM126A,-6.698680634,0.410457055
FAM126B,-3.2935065789999998,0.013770405
FAM129A,0.652127574,6.26622032
FAM129B,9.56804962,-2.511932539
FAM129C,-5.43624001,-7.200272053
FAM131A,3.5256869930000003,-9.419393652
FAM131B,-1.6749289230000002,0.812629009
FAM135A,-4.356736849,-5.010173776999999
FAM136A,2.386615753,-8.804273873
FAM13A,7.794933665,-4.215188049
FAM13B,-1.648816637,-1.2875303359999999
FAM149B1,-2.782730562,-7.242341127
FAM151B,-4.426813663,-8.559982948
FAM153A,6.986659801,-9.207312341
FAM153B,-2.21775422,-6.068780138999999
FAM156B,7.802578607,-6.060469595
FAM160A2,9.287560097,-3.176660197
FAM160B1,0.097340096,-4.588407792
FAM160B2,8.927811364,-5.010288163999999
FAM161A,8.374586334,-2.422354614
FAM161B,5.943095402000001,-9.07366856
FAM162A,-1.098283567,-3.3886812460000004
FAM167A,-0.12094272699999999,5.23524511
FAM167B,8.596674325,-7.310721413
FAM168A,2.120717095,-9.372283991
FAM168B,4.378040605,-2.7222187910000004
FAM171A1,-0.63819133,-9.312197667000001
FAM172A,1.3769491219999999,-6.232840669
FAM173A,8.478888511000001,1.40094328
FAM174A,-6.301849223,-6.497741863
FAM174B,4.073754841,0.277104296
FAM177A1,-4.670763125,0.53117628
FAM178B,-0.001452714,-7.576335967
FAM183BP,-0.561963399,-10.66134932
FAM184A,3.381027796,-10.62038115
FAM184B,7.043069964,-6.666456879
FAM186B,3.9435120410000004,-9.667743273
FAM189B,7.704866129,-6.938217327
FAM192A,0.320493939,-10.17700266
FAM193A,5.644740221,-0.120697376
FAM193B,4.706620812,-4.584931043
FAM199X,-2.851067245,-5.0585599619999995
FAM204A,-3.236311609,-5.868310851
FAM207A,6.882452084,8.054940208
FAM209A,-0.987055232,-11.69175202
FAM20A,4.6676512080000006,1.792311116
FAM20B,1.9643709759999999,-7.618394105
FAM20C,12.12532869,-1.311303278
FAM210A,0.865330852,-7.696057682
FAM210B,2.214706137,5.084348161
FAM214A,-2.9305578210000003,-6.315574826000001
FAM214B,4.309545067,8.40307966
FAM219A,9.352903303,-8.642022889
FAM219B,1.008824371,-9.611731468
FAM220A,-3.013521085,-7.337385883
FAM221A,2.9933965810000003,-6.446109231
FAM222A,-5.816055552000001,5.524737616
FAM222B,5.14232277,-4.059763938
FAM227B,-8.751244894,-4.8388232769999995
FAM234A,11.21035627,-0.318912858
FAM234B,-4.256782341,4.945897352
FAM241A,-1.019815519,-0.33549187199999997
FAM241B,1.0760248559999999,-7.496523514
FAM32A,-4.717064265,2.563077232
FAM3A,7.798654031,-0.8748400909999999
FAM3C2,-4.9474767680000005,-7.99730234
FAM43A,-0.46684337299999995,-10.11225393
FAM45A,-2.290497338,-5.026295815
FAM49B,-3.593833581,-2.844704802
FAM50A,2.45581475,8.546996961
FAM50B,6.206252047,-1.109290375
FAM53A,9.873482536000001,3.437609619
FAM53B,1.139331747,-6.9461486589999994
FAM53C,-1.568849766,-1.992121136
FAM57A,10.47591175,-0.8066121470000001
FAM76A,1.43025695,-12.23167077
FAM76B,-5.4875541860000006,-5.959443289
FAM78A,5.11950882,-9.711395071
FAM81A,-4.373474975,-7.8565271270000006
FAM83D,3.5582945319999997,-2.950149935
FAM83F,-0.849763527,0.9689628929999999
FAM83G,5.614167636,-2.544582403
FAM83H,10.63334445,-6.802128627
FAM86B3P,-6.231097517,-0.46842642100000004
FAM86C1,8.983458112000001,3.220904819
FAM86C2P,7.684732609,-7.17641253
FAM86FP,0.28820634300000003,-11.80943545
FAM86JP,9.642283881000001,-6.89551312
FAM89A,-5.043208945,-1.092528467
FAM89B,1.3170174590000001,9.139534787999999
FAM8A1,-4.787048191,-3.9922945089999997
FAM90A1,0.199235069,-6.690644632000001
FAM91A1,-3.665518889,-6.3393911339999995
FAM92A,-3.6277909010000005,-4.655673667
FAM98A,-3.368957649,-10.33313878
FAM98B,-3.2841581810000005,-5.949779461
FAM98C,9.129716007,-4.906231088999999
FANCA,5.011138965,-5.813144642999999
FANCB,7.464709927,5.741494481
FANCC,-1.813443683,-8.462992478
FANCD2,-2.134864941,-10.28766076
FANCE,-2.524991758,1.795559027
FANCF,0.85763171,-5.387819789
FANCI,3.529427615,3.978434503
FANCL,-6.002114539,-6.243270497
FANCM,-5.651611935,-7.047331825
FAR2,-2.439172349,-4.678367269
FARP1,-3.687221793,-3.333731085
FARP2,5.947304815,-11.70304291
FARS2,4.476082893,2.231130542
FARSA,7.722899027,1.6270862190000002
FARSB,7.362138008,-5.209864792
FAS,0.9779025920000001,-4.649829358
FASLG,2.045681137,1.110023132
FASN,10.77617466,-2.477839205
FASTK,6.58981035,-2.102210039
FASTKD1,2.6855975689999996,-5.855586037999999
FASTKD2,3.1338917160000004,-9.608860402000001
FASTKD3,5.126215193999999,-0.882429659
FAT2,6.178746309,-7.879267842000001
FAU,3.065490175,5.436699355
FAXDC2,-0.7691546890000001,8.898831361000001
FBF1,2.0082154080000003,-10.66657194
FBH1,5.140670732,-10.16859854
FBL,-2.874126258,4.233504055
FBLN2,-0.561905082,-7.497474027999999
FBLN5,3.389605211,-11.88583905
FBLN7,1.248593991,-8.325528754
FBN1,5.507086747000001,7.877116063
FBN2,6.290208461000001,-0.221328805
FBP1,0.848513207,9.579791558
FBRS,7.147267138999999,-4.024424451000001
FBRSL1,8.575716513,-9.07233555
FBXL12,7.131793681,-10.38619307
FBXL13,2.464058843,-3.73897725
FBXL14,4.006128272,-12.27475696
FBXL15,10.65104932,-2.477214486
FBXL16,9.761657939,-8.930675827
FBXL17,-0.061349597,-2.714927468
FBXL18,5.233984095,-1.250617906
FBXL19,7.982843012000001,-6.861489692
FBXL2,6.7314105689999995,-7.8571495229999995
FBXL20,0.617731634,-2.8054226769999997
FBXL3,-2.163310843,-7.394961542999999
FBXL4,-2.3699165819999997,-10.0652221
FBXL5,-0.248591641,3.2306711760000004
FBXL6,11.9974623,-0.474674097
FBXL8,11.93840443,-2.300168441
FBXO10,6.962499855,-8.089684099
FBXO11,-1.8122201830000002,-6.702534737000001
FBXO15,9.295728105,-6.628581581000001
FBXO2,2.122461574,7.08729691
FBXO21,0.902011335,-10.90217517
FBXO22,-3.42460104,-7.233980961
FBXO24,-2.8734608510000004,-8.685443647
FBXO25,4.2527411410000004,8.518484955
FBXO28,-2.000024454,-10.49190624
FBXO3,-2.3602891280000002,-7.702437652
FBXO30,-6.5533998129999995,-3.79065412
FBXO31,9.678748419,-9.42429778
FBXO32,8.631678276,-4.701391334
FBXO33,-4.099920441,-3.939881932
FBXO34,0.846754778,-8.214003416
FBXO36,-5.638889605,-3.3182279739999996
FBXO38,-0.707426422,-1.0421962679999999
FBXO4,4.524555291,-6.146408077
FBXO40,3.6523672130000002,0.867300462
FBXO41,9.011294244,-9.03555844
FBXO42,7.098202491,-8.027401477
FBXO44,7.510320867999999,2.4910903369999997
FBXO45,-5.609898235,-3.254986334
FBXO46,4.850170693,-11.54427888
FBXO5,-2.8867148539999996,-0.571692815
FBXO6,4.429880778999999,3.9486564939999997
FBXO7,3.239307474,7.4332656539999995
FBXO8,-1.130944982,-8.423562665
FBXO9,3.43372143,-0.15734767
FBXW11,-0.46166042799999996,-11.33610941
FBXW2,1.7768136980000002,-4.279555138
FBXW4,7.3349093210000005,-9.047093702
FBXW5,10.20446404,0.506046586
FBXW7,-2.3526704990000002,-8.400862366
FBXW8,6.1597633620000005,-5.499193331
FBXW9,10.59649426,-7.459439838
FCAR,-0.360390704,-5.152295185
FCER1A,-5.816334577,-10.22731651
FCER1G,2.7149410689999995,7.108062299999999
FCER2,-6.054233435,-4.763515638
FCF1,-7.254671837999999,-5.86059425
FCGR1A,0.6779684640000001,4.80606512
FCGR2A,3.121051294,4.445797338999999
FCGR2B,0.8285521990000001,-10.33455706
FCGR3B,3.016274169,-2.368235114
FCGRT,2.5855552569999998,3.816157492
FCHO1,6.92085411,-2.10585488
FCHO2,-5.07237644,-5.665423156
FCHSD2,-5.197879629,-8.797038679
FCMR,-0.517833957,-11.29704437
FCN1,2.354288059,6.586090716
FCRL1,-7.504291505,-7.29595953
FCRL2,-4.2599536680000005,-10.39587215
FCRL3,-5.069417742,-7.881465615
FCRL5,-4.105603437,-1.722071643
FCRL6,5.914559217000001,6.5598162239999995
FCRLA,-3.86015672,-6.0978323439999995
FCRLB,5.5778300089999995,-11.39721416
FCSK,8.194242697,-6.846546571
FDFT1,7.091420694,-3.264325991
FDPS,4.934277293,3.822430585
FDX1,1.388325471,-8.125393028
FDXR,7.482373443999999,3.7941135210000003
FECH,7.00585575,3.254001629
FEM1B,-2.789717514,-4.965839485
FEM1C,-6.237756404,-2.54023079
FEN1,-0.217001606,5.267042534
FER,-3.190559195,-9.751346677999999
FER1L4,7.38699815,2.98198985
FERMT3,6.052147359,7.735662238
FES,7.856228017,-1.974864327
FEZ1,-2.189491491,-0.741060052
FEZ2,3.294934407,-11.72063745
FFAR2,-3.8345017919999997,1.27784124
FFAR3,-8.145883027,0.845253041
FFAR4,8.103635621,-6.207221424
FGD1,6.054806404,-9.659777803999999
FGD2,8.658081989,-7.190698798
FGD3,7.857375292,0.19395827100000002
FGD4,-1.13508441,3.7620629230000002
FGD6,7.6570363420000005,1.7337613999999997
FGFBP2,4.781529413,7.0643845139999994
FGFBP3,0.14162274800000002,-3.817466053
FGFR1,10.65624311,3.296090165
FGFR1OP2,-1.2150304790000002,-4.335230168
FGFR2,1.196463534,3.412824431
FGFR4,-0.417596197,-11.727182699999998
FGFRL1,10.20875103,-0.883206904
FGGY,8.325262429,-7.6491385560000005
FGL2,-2.104404236,-5.061904455
FGR,-1.132634306,1.667408702
FH,7.858526015,0.49408274700000004
FHAD1,4.446659011,-10.17612113
FHDC1,-4.4963041939999995,-5.152041387
FHIT,-3.042409002,-10.32270914
FHL1,-1.809009412,-11.51962839
FHL2,-5.3399268630000005,1.964644244
FHL3,5.320453562,-9.885731772
FHOD1,10.62633478,0.031568797
FHOD3,1.15894895,-11.46133363
FIBP,-0.828099173,6.593406669
FIG4,-1.377597178,1.36086835
FIGNL1,-7.605766453999999,-5.153065085
FILIP1L,8.464061238,2.509615737
FIP1L1,5.960124272000001,-3.5464944430000003
FITM1,1.296227601,0.983788715
FIZ1,10.27649175,-6.804981355
FKBP10,-3.388234593,3.392194328
FKBP11,10.96250224,-5.9298348139999995
FKBP14,2.619245919,-7.132595768
FKBP15,3.9790720310000003,4.438375269
FKBP1A,3.024954611,4.497860641
FKBP1B,6.116845146,1.7481902230000002
FKBP2,2.9462629010000003,6.419465341
FKBP3,-0.513665271,-6.857946655
FKBP4,-2.5912083530000003,-3.736320164
FKBP5,5.057440628999999,-7.271521837000001
FKBP7,-4.592907058,-7.432343007
FKBP8,-0.550485902,7.185572433
FKBP9,7.597728052000001,3.901563467
FKRP,4.43889416,-11.31156949
FKTN,0.6324344239999999,-9.861434771
FLACC1,-3.244338796,-0.383084834
FLAD1,4.674307092,1.423573023
FLCN,-2.39263112,-8.179482492
FLI1,0.006504131,-10.58974401
FLII,6.930234194,4.3886946369999995
FLNB,2.6067054290000002,-9.137233572000001
FLOT1,-0.381178174,9.913542932
FLOT2,3.954702633,7.795287524
FLRT1,12.84195715,-4.349246193
FLT1,-0.060098127,1.204647644
FLT3,3.835871806,-8.665348388
FLT3LG,5.007393798,-10.97061358
FLT4,6.520081905,-10.00242683
FLVCR1,-3.614296183,-8.353655669
FLVCR2,9.311169424,-2.26764517
FLYWCH1,8.113574267999999,-9.975007841
FLYWCH2,8.963713963,-6.495736141
FMC1,-8.114304076,0.900764508
FMNL1,6.140680047999999,4.198383247
FMNL2,2.006504269,0.035431005
FMNL3,-1.395755391,-7.781589407999999
FMO4,-0.927993203,-2.8010641169999997
FMO5,-3.339195609,-5.5398604670000005
FMR1,-2.204996333,-5.854181627000001
FN1,-3.184128496,-5.67378905
FN3K,-0.8406870259999999,-0.939218645
FN3KRP,3.60965486,-11.63067727
FNBP1,6.711670538,-9.767368829
FNBP1L,-5.019355223,-10.63515166
FNBP4,-1.3603629990000001,-10.05371714
FNDC11,-1.768996244,-8.446747852
FNDC3A,-1.482174642,-5.110737632
FNDC3B,-1.851038265,3.4366305219999997
FNIP2,1.424256196,-8.455930376
FNTA,0.393629186,-7.424268418
FO393411.1,8.758224387,-0.6402212070000001
FOCAD,4.056548174,-3.459191697
FOLR2,2.893104692,7.517096747999999
FOLR3,2.183474274,-7.3905444739999995
FOPNL,-2.202914833,-8.153098022
FOS,-0.41967844,-7.806786915
FOSB,8.621234823,-0.882377344
FOSL1,5.381761022,3.3808392999999994
FOSL2,0.647193805,4.812949165
FOXD2,4.317466255,7.080699687
FOXJ1,4.592025563,-9.686679636000001
FOXJ2,7.850087192,-5.438254151000001
FOXK1,3.9325501910000003,-11.32767715
FOXK2,8.591793745,-9.898903248
FOXM1,7.502216806,3.8341590539999997
FOXN2,-0.138704068,-4.423652959
FOXN3,-6.85712877,-3.9399332830000002
FOXO1,-2.850083756,-8.31848028
FOXO3,-1.638593465,-1.417434716
FOXO4,-3.39754609,1.4274795269999998
FOXP1,-4.266597841,-5.784674523
FOXP3,3.2953391819999998,-4.191760484
FOXP4,9.923062543,2.3222844080000002
FOXRED1,6.417687954,-2.2861313009999997
FOXRED2,-1.157802127,-5.628844402
FPGS,9.863041019,-7.224320717
FPR1,4.296739004,5.6604205279999995
FPR2,0.334135033,-2.6298193640000003
FPR3,-4.818316573,2.6000024109999997
FRA10AC1,-1.618039468,-3.58597136
FRAT1,0.50002222,-2.3103350590000002
FRAT2,-2.335426635,5.409267487999999
FRG1,1.260564631,7.102913574
FRG1BP,-1.245430055,-7.683339416
FRMD3,-1.83699444,5.045209728000001
FRMD4A,7.248110054,-0.291837597
FRMD4B,-2.106697304,-3.409255977
FRMD8,6.4331513739999995,-6.863922277
FRMPD3,6.573116628999999,7.390492835
FRRS1,7.037494925,-8.533090235
FRS2,-6.0139312170000006,-5.374746807
FRS3,8.662177019,-9.90933884
FRY,4.792403313,-8.910209742000001
FRYL,-2.297781102,-6.277953255
FSCN1,10.70974708,0.595730445
FSCN3,-6.608176159,-0.235214205
FSD1,-0.41402063100000003,4.305435911
FSD1L,6.34214634,-2.028231421
FSTL1,-9.975165952000001,-0.06124382
FSTL3,-0.577970988,-1.6282749
FSTL4,-5.178820048,5.9645626279999995
FTH1,8.191995417000001,-8.117990931
FTL,-3.7037002510000003,8.077763792
FTO,7.823276129,-4.20614164
FTSJ1,8.785809797,-10.50686925
FTSJ3,1.2713226309999999,-7.448465052
FUBP1,0.21923904600000002,-3.947419211
FUBP3,0.306969061,-7.312977816
FUCA1,7.244207059,-7.728474737000001
FUCA2,-0.634039804,-7.3990642929999995
FUNDC1,3.1766215680000003,0.264534512
FUNDC2,-1.575993745,8.915660564
FUOM,1.8788992119999999,-3.373572259
FURIN,7.848164147,4.15569373
FUS,5.622409356,-9.797103127
FUT10,-4.255945667,-6.858512147999999
FUT2,-1.077542616,-5.631920387999999
FUT7,3.40652974,8.17502884
FUT8,0.15159446099999999,-10.18197756
FUZ,-0.12816952,1.246197187
FXN,4.30917967,-8.794677965
FXR1,-1.100817852,-6.145728649
FXR2,6.280492677000001,-5.693150626
FXYD5,3.0948508789999996,3.4009045739999997
FXYD6,5.500113625,-1.2352367770000001
FYB1,-2.073631872,-2.3300155890000003
FYCO1,5.096640553,2.677676681
FYN,8.239079136,-2.7543815489999997
FYTTD1,-4.92959447,-4.595864987
FZD1,2.341510113,-2.539804437
FZD2,9.844060852,-8.676259932999999
FZD3,-6.215211847000001,-5.279306302
FZD5,-2.567280723,-1.179206898
FZD6,-0.215527894,2.206647159
FZD7,3.268446313,-7.168650077000001
FZR1,8.862853586,-6.717981881
G0S2,-4.3552857430000005,2.6573916719999997
G2E3,-4.750691387,-5.861898654
G3BP1,0.92922727,-8.560939827
G3BP2,-0.570041602,-9.260192383
G6PC3,2.731986867,3.584098523
G6PD,5.785676284,7.330609926
GAA,9.186464869,-2.536332172
GAB1,-7.120738417,-7.59639253
GAB2,-5.224784881000001,1.607777739
GAB3,3.06565152,6.133076849
GABARAP,1.536291799,-2.639822176
GABARAPL1,-0.012813524,3.331705028
GABARAPL2,-1.3859210469999999,-11.3721218
GABPA,-4.611959771,-3.180802789
GABPB1,-3.221607623,-10.54412445
GABPB2,4.4671424889999996,-9.729380666
GABRR2,-0.513112134,-10.67055205
GADD45A,8.415238651000001,-7.78308463
GADD45B,0.560350165,-0.004463107
GADD45G,8.481477481,5.453661004
GADD45GIP1,3.2218590369999998,9.603445434
GAK,9.392126245,1.181894095
GALC,2.027102995,-4.208622966
GALE,12.10242431,-3.120861385
GALK1,7.362751164,7.186549208
GALK2,1.742390171,-2.9374830039999997
GALM,7.14619039,0.822159905
GALNS,9.348224707,-7.805701341000001
GALNT1,-3.6488889369999997,0.9333739590000001
GALNT10,9.313002693,5.1921397
GALNT11,3.0159208960000004,-3.596206383
GALNT12,-6.238680996,-7.693265312
GALNT14,5.856690147,9.877573562
GALNT2,6.77103086,-7.75921141
GALNT3,-0.353743574,-1.263085168
GALNT6,-5.262977008,3.479965473
GALNT7,-2.1836813840000002,-4.620513366
GALNT9,7.27017683,-5.675492061
GAMT,10.10891308,-3.020328432
GANAB,8.25479635,-9.705294045
GAPDH,7.525858565,7.1194962
GAPT,-7.478758772999999,3.632310054
GAPVD1,-1.416668443,-3.213121089
GAR1,-2.7385019219999998,-8.686698547
GAREM2,8.155055577,-7.664557441
GARNL3,-2.125984902,0.41374476299999996
GARS,8.418806887,1.855645468
GART,-0.899247129,-4.448397326
GAS1,3.656654362,7.806064131
GAS2,1.9168122769999998,-11.910642800000002
GAS2L1,-0.9854369820000001,1.1172791020000001
GAS2L3,-0.756938715,-4.220866451
GAS6,7.727997296,-10.05765853
GAS8,2.670346407,-6.73374537
GASK1B,4.000106144,-1.492692235
GATA1,3.018045833,7.242065475
GATA2,-5.823828488999999,-9.545594723999999
GATA3,11.39534027,-5.770658615
GATAD1,0.263227231,-10.51721369
GATAD2A,9.074893767999999,2.7041028480000002
GATAD2B,4.06125845,-9.126725435
GATB,0.464004291,1.212933517
GATD1,6.041945882,-4.293326111
GATD3A,5.853251973,-5.517483222
GATM,-2.3948469169999997,-7.574328085
GBA,5.391791597999999,5.095197611000001
GBA2,3.6403857530000003,-4.689797263
GBAP1,-2.751986387,-0.115726639
GBE1,5.559326317000001,-3.1257930689999998
GBF1,9.530432949,-1.57455374
GBGT1,2.095365588,5.813452245
GBP1,0.769225665,0.44719111100000003
GBP2,2.892782973,2.931422537
GBP3,0.44928729100000003,-6.49571488
GBP4,0.48533496,2.451751186
GBP5,3.5210171889999997,1.4845561569999999
GBP6,-2.239287493,-0.009519676999999999
GCA,-4.5176595619999995,1.486245464
GCAT,3.711458199,3.331118603
GCC1,8.688868546,-7.411104127000001
GCC2,-4.24039367,-4.057791894
GCDH,2.676089646,-8.683311807
GCFC2,1.628248761,-3.1944789289999997
GCH1,-0.318741997,-1.305294932
GCHFR,1.62909971,2.595196336
GCLC,-0.8943383340000001,-1.549237542
GCLM,2.85118615,0.6100280339999999
GCM1,0.94070041,-3.663125677
GCN1,5.118006135,-6.604844012999999
GCNA,2.687478671,-9.226505686
GCNT1,-2.449767262,-7.591677831
GCNT2,2.347827443,-9.59998866
GCNT4,-2.7090576339999997,-10.43520749
GCNT7,-3.74055631,-9.966737409
GCSAM,0.264343158,-9.439967047
GCSAML,-7.6514047839999995,-8.079799669
GDAP1,1.002041682,-5.182254884
GDE1,5.036797549,1.765649587
GDF11,4.485290525,1.156416728
GDF15,-1.264173562,7.62010106
GDF9,-3.9645368999999997,-7.301597207
GDI2,6.770955509,-8.826713107
GDPD1,0.8206032209999999,0.151831067
GDPD3,7.396226753,-6.123734563999999
GDPD5,7.516630052000001,5.462429489
GDPGP1,5.048417136,-9.096169126
GEMIN2,4.874492515,-6.376624952999999
GEMIN4,6.328791363,-10.37618438
GEMIN5,8.892247715,-0.549490433
GEMIN6,7.376983763999999,-2.161459748
GEMIN7,1.817838555,3.7572729519999997
GEMIN8,8.264263385,-7.1243062120000005
GEN1,-0.9545095509999999,-0.531326989
GFER,-0.547946256,7.645026434
GFI1,7.852230276,4.505759223
GFI1B,-2.728776455,4.7629728060000005
GFM1,3.4549847419999997,-10.71124668
GFM2,-3.9480684289999997,-5.667154407000001
GFOD1,1.9472861240000001,1.307585816
GFOD2,7.937099582999999,-4.532493049
GFPT2,6.101472,3.7076547260000003
GFRA2,13.13766344,0.795247803
GGA1,5.440559912,-5.168256278
GGA2,-2.3842254940000003,-8.14703225
GGA3,8.871137802,-5.51481675
GGACT,-2.605542981,-5.448185297
GGCT,-0.011016382,-0.243154619
GGCX,2.415601926,-8.737331306
GGH,1.088011112,1.88480387
GGPS1,0.489036827,-9.304656987000001
GGT1,5.293234045,3.09577108
GGT5,-1.098042262,-10.19848442
GGT7,-1.107437454,-8.844260947999999
GHDC,6.924929,-3.027451635
GHITM,1.9063005130000001,-3.742507978
GHRL,-3.5696459519999997,-10.75813085
GID4,-4.047187417,-7.03795832
GID8,2.1260227769999998,-8.514697902
GIGYF1,4.819832691,-4.381966301
GIMAP2,-2.9947368969999997,-3.137930716
GIMAP3P,-6.327177014,-5.446930591
GIMAP4,0.445077107,-11.563267100000001
GIMAP6,5.189411972,-8.943675293
GIMAP7,2.040786562,-2.198352237
GIMAP8,10.35095559,-7.70640566
GIN1,-4.859054203,-6.428767301000001
GINM1,6.008254715,-4.561243524
GINS1,-0.143920145,7.963253974
GINS2,4.334606987,3.885971514
GINS3,-1.397473819,-1.306699553
GINS4,-1.5997760380000001,-9.293372526
GIPC1,10.71218769,-5.250499383999999
GIPC3,0.031117719,-11.61623912
GIPR,1.614425067,0.9174742090000001
GIT1,9.470184636,-0.19842891399999998
GIT2,1.98973051,-10.99736725
GK5,-2.220563896,0.009134929
GKAP1,-3.604336762,-7.288271527999999
GLA,3.203094422,10.1014938
GLB1,5.917989949,-4.395229822
GLB1L,9.79563926,-8.579129773
GLB1L2,11.51270502,2.117635107
GLB1L3,5.520757559,2.1229940590000003
GLCCI1,2.330940461,-8.740057993999999
GLCE,-3.382588798,-8.827315078
GLDC,-4.376298778,-2.857553295
GLE1,10.30873771,-6.428949912999999
GLG1,7.192594271,7.857635686
GLI1,2.4951453669999997,-9.48421613
GLIPR1,-5.36896572,-1.326889774
GLIPR2,2.911372917,9.15044922
GLIS2,-1.529558757,9.824995552999999
GLIS3,-1.722218043,-8.510310651000001
GLMN,3.186136613,1.705279566
GLO1,6.333196865,-2.365806932
GLOD4,5.8212421029999994,-11.61360982
GLRX,-0.049717740999999996,-1.9095155609999999
GLRX2,-5.386486167999999,6.9753319220000005
GLRX3,-2.9777711669999998,-3.213456355
GLRX5,6.794561486,3.5346579080000002
GLS,-2.014747507,-5.784924095
GLS2,0.57664971,-10.71388693
GLT1D1,-2.821743405,-0.589514936
GLT8D1,5.264344335,-11.43300059
GLTP,7.867884882999999,-7.428189164
GLTPD2,9.590901787,-2.494478484
GLUD1,3.112052812,-4.802440518
GLUD2,0.038501298999999996,-10.86230197
GLUL,-5.216953787,4.391397062
GLYCTK,7.074630635,-1.491906335
GLYR1,6.667148592999999,-8.843586706
GMCL1,-4.0580900380000005,-7.031183137
GMDS,6.036773757000001,-9.01575468
GMEB1,7.529175002000001,-5.790323438
GMEB2,6.398676593999999,-7.427522062
GMFG,-2.357121448,8.711959168
GMIP,9.884990661,0.145528461
GMNN,-0.039054896,-0.768471438
GMPPA,7.019601941,7.373169422
GMPR,0.52365912,7.3111275739999995
GMPR2,1.254424959,-3.565479434
GMPS,5.886583046,-1.813951736
GNA11,10.2657748,-8.244355464
GNA12,1.967000958,3.963741022
GNA13,-5.44514831,-0.659658985
GNA15,7.980570004,2.7513981430000003
GNAI1,1.172981225,-12.38242614
GNAI2,8.348577834,2.970658706
GNAI3,-1.604401551,-4.179183763999999
GNAL,2.931676511,-4.244430006
GNAO1,-0.294955189,2.27134633
GNAQ,-6.717534717,-1.9702535680000002
GNAS,-1.109997752,4.141587405
GNAT2,-6.0856211710000006,-4.462351883
GNAZ,-7.583330973,5.110735677
GNB1,7.80108533,-5.807123542
GNB1L,6.753863149,2.225855589
GNB2,3.8277197889999997,8.122575852999999
GNB3,5.692827255,-5.3709467360000005
