gene,MetS,SI
TK1,4.947980717,3.424455055
TK2,12.13334079,-5.541365705
TKFC,11.84093545,-4.38649749
TKT,5.4303856679999996,8.654278525
TKTL1,9.00490656,-5.893106717
TLCD1,-5.266735247,7.019099321000001
TLDC2,3.005491152,-11.79655189
TLE2,7.5105672310000005,-10.31096473
TLE3,-0.964377675,5.118252898
TLE4,0.699276166,-5.143101875
TLE5,9.298818135,-7.1080869170000005
TLK2,-6.208857567999999,-5.211213483
TLN1,5.194035497,7.607718048
TLN2,9.465633034,-4.480015862
TLNRD1,5.6533573,-9.803693723
TLR1,0.165762909,2.488181987
TLR10,-8.174628103,-5.37227474
TLR2,2.504287336,-9.462103325
TLR3,6.614917106,2.205451164
TLR4,-4.462179258,2.6666393459999997
TLR5,4.7668367730000005,6.7985436329999995
TLR6,-4.508341345,-1.848111258
TLR8,1.03805317,-3.174839997
TM2D1,4.372114294,-8.21638078
TM2D2,3.5240429539999996,-6.3329399660000005
TM2D3,-3.130769871,-9.837525862
TM4SF19,1.349149792,6.683604966
TM6SF1,-2.476912397,-5.68592369
TM7SF2,8.748204336,1.199116644
TM7SF3,2.2241848969999998,-7.93809131
TM9SF1,2.219077174,1.148008434
TM9SF2,1.7006757730000002,-8.860827252
TM9SF3,-2.6874753510000002,-6.46340834
TM9SF4,6.807233165,-10.14162406
TMBIM1,1.083661438,-10.62054729
TMBIM4,3.529221826,-8.195030355
TMBIM6,6.749983024,-7.861556511
TMC2,-6.103706167,-5.828332562000001
TMC4,0.113074255,5.690359445
TMC5,7.481489057999999,0.278592685
TMC6,7.4817899070000005,-8.773118432999999
TMC8,6.558347083999999,-5.483842684
TMCC1,-8.053384413,-1.174315705
TMCC2,-2.130679629,5.458653708
TMCC3,-7.752646971,-3.7877572999999995
TMCO1,-0.837107398,-2.190069404
TMCO3,1.970610564,-4.717826938
TMCO4,11.95453158,-4.529032771000001
TMCO6,3.60081506,-12.37441359
TMED1,-3.202056844,3.047919766
TMED10,3.3529711210000004,-10.62721208
TMED2,0.766564592,-8.020950498
TMED3,-0.754082203,-0.39338793899999996
TMED4,6.260154699,-11.39448282
TMED5,-3.804190919,-2.397469864
TMED6,9.183835166,6.9431595
TMED7,-2.427990229,-4.630247113
TMED8,-3.9221380910000003,-8.932399959
TMED9,10.59900274,-3.105219205
TMEM101,4.914388898,4.050084415
TMEM102,11.07004438,-1.713215055
TMEM104,10.267072800000001,-2.7275153260000002
TMEM106A,-3.997027657,0.326211821
TMEM106B,-2.1675198030000002,-6.402725077
TMEM106C,4.195162719,-4.028974669
TMEM107,10.851697,-2.50813972
TMEM109,7.5831391020000005,-9.825659023
TMEM11,4.556434574,1.5142367559999999
TMEM115,9.840532052999999,1.435881652
TMEM117,0.622357084,0.628556892
TMEM119,2.951318265,-3.530844248
TMEM120A,0.7785756429999999,9.685663291000001
TMEM120B,11.248303300000002,-1.415929585
TMEM121,2.316836976,8.44294785
TMEM121B,6.510510579,-7.00536963
TMEM123,-7.796970013999999,-5.9794408610000005
TMEM126A,1.305650727,-5.198584972
TMEM126B,4.570042137,-3.3535161789999997
TMEM127,6.863200504,-1.3412913370000001
TMEM128,2.132263212,-9.222024978
TMEM129,7.188780471,-7.6828439379999995
TMEM131,1.14141765,-4.263138076000001
TMEM131L,-2.075131695,-2.591660615
TMEM132D,-2.231120699,-10.81918543
TMEM132E,3.061084622,-6.322055764
TMEM134,8.945217476,-3.373562386
TMEM135,1.327642286,-3.253115984
TMEM138,9.719553473,-7.929656886
TMEM140,-0.581807038,-8.24377895
TMEM143,5.648107626,-11.70854408
TMEM144,-1.917126119,-8.399755022999999
TMEM147,2.555650921,4.157080497
TMEM14A,-7.00030277,-2.005383033
TMEM14B,6.836514387,-6.916862544
TMEM14C,2.367571051,-11.02389872
TMEM150A,4.714206526,-9.08732639
TMEM150B,7.00514119,1.37684196
TMEM154,-4.933195383,-8.237826817
TMEM156,-2.570159457,-2.1960983919999997
TMEM159,0.508688313,-6.9886535279999995
TMEM160,2.208317569,2.882369096
TMEM161A,9.245800986,-7.927519622
TMEM161B,2.543340275,-6.170919231
TMEM164,0.10393853900000001,-4.476400422
TMEM165,-3.070531893,-2.0855072619999997
TMEM167A,-2.535673521,-1.752153152
TMEM168,0.253550089,-9.13242263
TMEM169,1.249477863,-8.028526903
TMEM170A,-2.374359684,-9.030711075
TMEM171,2.604519805,6.930486581
TMEM173,10.26871607,-5.56957195
TMEM175,8.570613116,-5.917334208
TMEM176A,1.662570122,-6.7557874579999995
TMEM176B,4.497632441,-3.992697137
TMEM177,1.4273448659999999,-12.04240973
TMEM179B,5.150011054,-11.12109844
TMEM18,-0.9462593009999999,-6.730702057
TMEM181,-1.70818253,-6.452333736
TMEM182,-3.4797686530000003,-7.512678267
TMEM183A,-2.537730691,-1.6349539119999998
TMEM184A,6.638797274,-9.349135071000001
TMEM184C,8.816595547999999,-3.980642371
TMEM186,-2.532000772,-7.561190182000001
TMEM187,3.580163002,-10.06945954
TMEM19,-6.425416165,0.340771195
TMEM192,1.252207259,-5.216572049
TMEM198,6.531189231,2.7793097060000003
TMEM198B,6.3857840999999995,-8.549810956
TMEM200A,3.946435328,-3.917019567
TMEM201,12.05617788,-5.305108896
TMEM203,7.361980042999999,-9.751603532999999
TMEM204,5.162810556,-10.23891456
TMEM205,-1.4019223459999999,8.334404461
TMEM206,-2.232379833,-11.17554788
TMEM208,-0.30685112600000003,8.150329108
TMEM209,-3.5658148260000004,-8.669514167
TMEM214,8.328305204,0.48364269299999996
TMEM216,-0.47328688799999996,2.7357534930000003
TMEM218,-0.47328478399999996,-7.76886671
TMEM219,-3.089882525,5.300754406
TMEM220,-0.196715566,-10.29218156
TMEM221,-3.4140838760000003,2.43356697
TMEM222,1.291508847,-0.033958503
TMEM223,4.635059042,0.148234691
TMEM230,2.566230016,-10.38622448
TMEM234,0.718771005,-5.729647433999999
TMEM237,3.357361539,1.89452205
TMEM241,0.962087226,3.5611675110000003
TMEM243,-0.707991185,-8.709697002
TMEM245,-2.333179229,-7.758329581
TMEM248,4.764391985,-9.863103076
TMEM25,-0.516082932,-10.81711301
TMEM251,6.24547588,-6.698467036
TMEM252,-5.652850484,-8.031029766
TMEM254,3.1232812660000002,-5.8803748129999995
TMEM255A,-2.474727821,-1.182074762
TMEM255B,4.693409859,-4.70657897
TMEM258,6.38251247,1.278072775
TMEM259,7.932946897999999,-9.050519037
TMEM260,-1.813972138,-1.124071497
TMEM262,6.626360657999999,-7.392712857999999
TMEM263,-1.434387747,-8.453444134
TMEM266,3.841538501,-10.38582794
TMEM267,-1.10309746,-6.046244172000001
TMEM268,-2.916413103,-10.21588129
TMEM30A,-3.053570296,-3.370436962
TMEM30B,1.91185004,-9.820361744
TMEM33,-2.8861221930000003,-2.7913459130000002
TMEM38A,7.789874935,7.383270047999999
TMEM38B,-4.279262994,-8.99851884
TMEM39A,1.2950905320000001,-8.910044259
TMEM39B,5.301037602,6.044322415
TMEM40,-7.529649472000001,4.248192583
TMEM41A,1.187576393,-10.50216363
TMEM41B,-2.411791998,-7.97448916
TMEM42,1.805272604,-8.935097905
TMEM43,2.542021415,-7.5046618
TMEM44,8.698531447,-7.569651322
TMEM45B,2.657051289,-10.28310731
TMEM50A,2.6128182669999998,-6.93999632
TMEM50B,-4.808756691,-8.515578074
TMEM51,2.978564105,-8.740210712
TMEM53,1.003781541,5.190570398
TMEM56,-2.273795423,7.38207185
TMEM59,4.20801851,-5.853265599999999
TMEM60,-0.298610781,0.530363321
TMEM62,-4.715512622,-5.139266536
TMEM63B,7.390036863,-0.851426763
TMEM63C,11.378700199999999,-5.941624936
TMEM64,-5.427411579,-1.0930049929999999
TMEM65,-4.517355291,-7.568610529
TMEM67,8.03743,-5.179396727
TMEM68,-0.068011401,-3.724591305
TMEM69,2.260390161,-11.72220309
TMEM70,-1.696339099,-0.894454808
TMEM71,-4.930670595,-6.904856787999999
TMEM74B,6.531928855,-2.064274825
TMEM79,1.1728678890000002,-1.337073599
TMEM80,9.296087291000001,-5.937531247999999
TMEM81,-3.578809487,-5.676200187
TMEM86A,4.730136916,-4.313778785
TMEM86B,0.399760577,10.18778197
TMEM87A,4.152016407,-7.14380408
TMEM87B,3.459179887,-6.150783388
TMEM88,8.184748897999999,-2.306881558
TMEM8A,5.021163746,-5.780018984
TMEM8B,6.595189233999999,-11.29098121
TMEM9,0.6989776659999999,5.798626572000001
TMEM91,1.97900758,10.87888898
TMEM92,5.896677474,-6.714997086
TMEM94,9.447910201000001,-5.188130419
TMEM97,4.659565333,2.0599696769999998
TMEM99,5.368333214,-6.035746317999999
TMEM9B,3.8315553430000002,-4.542790299
TMF1,-4.31451803,-1.5522645330000002
TMIE,7.678934111,-9.865337626
TMIGD2,1.6614284209999999,-9.851215602
TMIGD3,6.053189074,-2.53620196
TMLHE,4.700992538,8.958661706000001
TMOD1,3.2382509089999996,5.477806977999999
TMOD2,-4.341099763,-9.585419443
TMOD3,-0.873872165,-3.7414862
TMPO,-2.444633823,-4.494642967
TMPPE,7.274027362000001,-7.639197268999999
TMPRSS13,8.846761706,-7.326914314
TMPRSS3,0.172767036,0.857142892
TMPRSS5,13.112489800000002,-2.977919305
TMPRSS6,7.12727671,-9.347018711
TMPRSS9,6.57674838,-4.138116513
TMSB10,1.597606389,7.072579222000001
TMSB15B,6.584235527000001,-8.842850235
TMSB4XP2,3.38355013,1.5070565409999999
TMSB4XP8,-5.101638295,-1.1508296820000001
TMTC1,2.26020316,1.810761048
TMTC2,7.2777813039999995,-8.41134905
TMTC3,-8.54081126,-1.4592547359999999
TMTC4,0.7420658040000001,-3.063119977
TMUB1,7.23101692,1.468837854
TMUB2,7.166605061,-4.803636701
TMX1,-2.889856673,-2.516966324
TMX3,-3.676227559,-3.94226864
TMX4,-3.01527261,-2.4882480890000003
TNFAIP1,6.957118023,-10.57777114
TNFAIP2,-1.21696646,-11.22352464
TNFAIP3,1.780078126,-11.031315800000002
TNFAIP6,-6.728575704,4.1141045919999994
TNFAIP8,-2.995980564,-10.04455235
TNFAIP8L1,2.849935201,-10.09017559
TNFAIP8L2,1.012219865,-0.824393816
TNFRSF10A,0.023146539,-11.52806185
TNFRSF10B,-3.575978562,-10.66324562
TNFRSF10C,-1.38079195,3.161712933
TNFRSF10D,2.194703145,-12.45457202
TNFRSF11A,2.5636352369999997,3.533409756
TNFRSF12A,6.610410562999999,-5.694638706
TNFRSF13C,-6.519673438,-8.924515456
TNFRSF14,8.2922737,-3.7873972019999997
TNFRSF17,-5.312280903,1.481590171
TNFRSF18,8.917127667,3.7072736230000003
TNFRSF1A,3.7985732480000003,-4.9802407319999995
TNFRSF1B,3.079726755,8.023816057000001
TNFRSF21,1.7579535030000002,-11.28893735
TNFRSF4,11.16587616,-7.03089634
TNFRSF8,6.070612532,3.963369531
TNFRSF9,-5.135122261999999,1.4223057609999998
TNFSF10,-3.323192523,-0.34170614299999996
TNFSF13,11.72460121,-2.417070216
TNFSF13B,-4.280795642,1.526295816
TNFSF14,3.4595379160000004,4.366555534
TNFSF15,1.784347892,6.434473699
TNFSF4,-8.866484188,-1.232848175
TNFSF8,8.684607189,-5.510446052000001
TNIK,4.08777177,-2.99534533
TNIP1,-0.560369902,7.143159614
TNIP2,2.398858372,8.581933232
TNIP3,-0.637783296,-5.670483367999999
TNK1,4.509001821,-11.86296969
TNK2,8.194934724,-6.390051002000001
TNKS,-0.538724845,-9.272967457
TNKS1BP1,4.614700458,-9.126839396
TNKS2,-2.068766931,-8.735417453
TNNC1,9.308843516,-1.3870726
TNNC2,-6.076624377999999,5.143362917
TNNI2,-3.85468239,7.414890346
TNNT1,2.77747275,7.074505925
TNNT3,3.816327587,-11.42978547
TNPO1,-4.664202724,-4.120737781
TNPO2,2.3044193980000003,-10.87842714
TNPO3,2.198580675,-2.405508856
TNR,11.61382797,0.955431795
TNRC18,12.01808323,-3.071986921
TNRC6A,1.892537561,-8.748745375
TNRC6B,-1.378923432,-6.176608002
TNRC6C,5.090754454,-6.742048352
TNS1,3.68326732,5.1440563280000005
TNS2,-6.333552002999999,-1.574716306
TNS3,10.93389721,2.846869762
TNS4,-2.138099935,4.398818465
TNXB,7.753877115,-9.897056416
TOB1,1.6854597340000002,-10.56420885
TOB2,6.297765439,-2.24256826
TOE1,6.079810778,-8.627183188
TOGARAM2,3.954354561,3.80034762
TOLLIP,7.8893147,-4.791986916
TOM1,7.136595298,7.267690106
TOM1L2,5.2767927519999995,-11.90589555
TOMM20,0.138618756,-7.050013272999999
TOMM22,1.3039396559999998,3.255953953
TOMM34,12.07401381,0.702050616
TOMM40,11.30986337,-3.6764936930000003
TOMM40L,11.38839243,-4.896033912
TOMM5,1.320343877,-11.56939426
TOMM70,2.8706765080000003,-8.522476294
TONSL,3.1947367939999998,6.71746082
TOP1MT,4.455189793,-1.9501086930000002
TOP2A,4.17239333,4.763855768
TOP2B,2.861614102,-2.6482736019999997
TOP3A,3.404645625,4.294996066
TOP3B,0.93139851,-2.119052955
TOPBP1,4.977312675,-5.583485613
TOR1A,-4.150905116000001,-3.65043402
TOR1AIP1,0.7267214590000001,-6.363279106
TOR1AIP2,-7.3524830439999995,5.357297916
TOR1B,-5.633310627999999,-0.9140571390000001
TOR2A,10.85324221,-0.708524919
TOR3A,3.871025193,-5.537420664
TOX2,7.866794146,-7.98867328
TOX4,6.978732225,-0.188029031
TP53,8.94013524,-6.247888227000001
TP53BP1,-2.063634641,-5.5775288629999995
TP53BP2,4.162817768,-6.903406006
TP53I11,3.368067025,9.312849428
TP53I13,7.593668481,-7.263781133999999
TP53I3,1.791644156,8.843509897999999
TP53INP1,-3.989071961,-6.225583326000001
TP53INP2,-1.4556698000000001,-3.8350324560000004
TP53RK,0.204872185,-2.8937947260000003
TP53TG1,8.27149893,6.805609876
TP53TG5,-7.386610935,-0.09777714900000001
TP73,1.8533129169999998,-8.369262548
TPBG,0.966346252,3.5616541460000004
TPCN1,2.633001573,-8.707104043
TPCN2,-4.0912466489999995,0.65168083
TPD52,-6.11014649,-8.270189498999999
TPD52L2,-0.165186949,6.934470875
TPGS1,7.584802242,-9.40438063
TPGS2,1.9125505459999999,4.4417518
TPH1,-1.997638824,-5.324504526
TPI1,5.743540528,5.460376926
TPM1,-4.520652575,3.3203299260000003
TPM3,9.756944111000001,-3.904180531
TPM4,-2.131807774,1.864225742
TPMT,4.475022612,2.654874816
TPP1,8.986050087,5.1467673430000005
TPP2,0.508404026,-9.312075876
TPPP,7.304703152999999,-4.951367495
TPPP3,0.897056634,7.103872764
TPR,-2.265368811,3.55802435
TPRA1,7.08974483,0.13865902
TPRG1,3.1650077739999998,8.279228827999999
TPRG1L,-4.8857103319999995,-0.647236477
TPRKB,0.769628545,-9.505873556000001
TPRN,9.655239001,1.84345987
TPST1,-0.24807028,-8.535534111
TPST2,3.221107532,-2.865126068
TPT1-AS1,1.909909725,-10.69218583
TPT1,2.551583467,0.213270299
TPTEP1,4.519278851,-0.567381025
TPX2,4.364227977,4.527484339
TRA2A,-2.417978534,-10.40538704
TRA2B,3.411484459,-7.079192326
TRABD,10.43394695,-4.523805241
TRABD2A,1.684318741,-11.71375453
TRADD,11.05415116,-4.314766806000001
TRAF1,6.469011495,-3.693216393
TRAF2,2.636657172,-2.410117178
TRAF3,3.4635727530000002,-11.8775683
TRAF3IP2,2.119620947,-8.34695696
TRAF3IP3,2.804616425,-9.539296273
TRAF4,-3.5415077160000004,-9.973407482999999
TRAF5,-3.282678086,-10.82783922
TRAF6,3.847763498,0.7149751109999999
TRAF7,10.5275286,-5.862841476
TRAFD1,4.049402217,-2.008500853
TRAIP,4.139641062,-0.81922384
TRAK1,4.583230211,-9.114731058
TRAK2,-4.82139789,-4.722158355
TRAM1,-2.6441815230000003,-6.073389054
TRAM2,4.0674822619999995,-10.576449
TRANK1,0.881294802,0.923137588
TRAP1,3.711311472,-9.937363487
TRAPPC1,0.9670387020000001,7.393202267
TRAPPC10,1.255507238,-6.466542985
TRAPPC11,0.216771651,-9.465587393
TRAPPC12,10.79855648,-7.025776192
TRAPPC13,-1.611181973,-6.380890636
TRAPPC2L,-2.822140971,-0.574613067
TRAPPC3,2.2055592809999998,-4.885850611
TRAPPC6A,4.377245284,-1.492534821
TRAPPC6B,-5.0370072839999995,-6.6271923379999995
TRAPPC8,-1.9330217509999998,-2.9194756930000003
TRAPPC9,8.66500275,7.750839235
TRAT1,-1.9008878790000001,0.012879628
TRDMT1,1.860491554,-8.291787455
TREM1,-5.722322918,5.350688758
TREML1,-6.472074494,-1.674855935
TREML2,-3.0002131839999997,1.091405485
TREML3P,9.016860447000001,-5.903943483
TREML4,7.498516802999999,2.475447015
TRERF1,5.528013115,-7.810117539
TREX2,2.4628796719999997,-7.800882458999999
TRIAP1,2.8449315189999997,1.733579855
TRIB1,3.198272447,4.221034349
TRIB2,1.331830721,-9.374967434
TRIB3,9.443858173999999,-0.508235969
TRIM11,4.770415312,-0.148903523
TRIM14,7.786001667000001,-1.136497012
TRIM16L,1.8739281280000002,-2.647649986
TRIM17,9.253431555,-1.3828435119999998
TRIM2,-2.503257345,-5.458302882000001
TRIM21,0.267699041,3.305867572
TRIM22,-3.884415337,-3.426361045
TRIM23,-3.533099856,-5.377636356
TRIM24,-4.559319408,-2.061779295
TRIM25,-1.9826793619999998,0.737918174
TRIM28,4.690876603,-1.12902698
TRIM3,3.2994846160000004,-3.336623953
TRIM32,7.74628361,-9.116828959
TRIM35,8.883239583,-9.64197094
TRIM36,-2.717645987,-9.907509856
TRIM37,3.189855096,-6.9819425189999995
TRIM38,-6.423646314,-7.104232007
TRIM4,2.463960372,-11.45054261
TRIM41,8.612428281,-8.810552739
TRIM44,-4.650715116000001,-7.521155024
TRIM45,3.983400301,-0.110961695
TRIM46,8.13174716,-7.07007192
TRIM5,-2.616973945,-5.750119807000001
TRIM52,1.201983557,-7.93060671
TRIM56,0.6800894540000001,-1.27934993
TRIM58,2.111270599,5.6099418210000005
TRIM6,-5.6453604,-4.146773983
TRIM62,5.6151865,-10.34641781
TRIM65,3.293839666,-11.08965343
TRIM66,7.275451095,-8.04018408
TRIM68,2.2508762680000003,-3.092565374
TRIM69,1.9249706659999999,-4.631215878
TRIM7,5.766256092000001,-10.43493894
TRIM73,-0.15561159800000002,-3.957860306
TRIM74,3.4150356410000002,-5.39614879
TRIM8,5.448488791,5.83518498
TRIM9,-4.9055776060000005,6.380041471
TRIO,-2.5312980609999998,-8.314996447999999
TRIOBP,3.655626667,7.716553225
TRIP10,0.765363949,-7.2272259210000005
TRIP11,-4.723073328,0.583593162
TRIP12,-0.65942449,3.623369395
TRIP13,2.661294858,6.967414364
TRIP4,4.306690408,-8.040142425
TRIP6,11.44722536,-3.1411181210000003
TRIR,2.024290095,6.870745372000001
TRIT1,4.911658409,-11.64465234
TRMO,6.248513346,-9.719453498
TRMT1,3.9287338010000004,-3.804733945
TRMT10A,-5.169509069,-5.408785591
TRMT10B,2.959045155,-11.32369048
TRMT10C,-5.600348469,-2.1388766
TRMT11,-0.04087161,-6.3367983
TRMT112,2.318696354,7.07026744
TRMT12,7.510789611,-10.0660511
TRMT13,-2.6488912609999997,-8.444621527
TRMT1L,-4.3365274860000005,-7.534576763
TRMT2A,7.7422298,-3.833289955
TRMT2B,6.56527594,-9.929725475
TRMT44,0.8282061690000001,-10.053609199999999
TRMT5,1.4128460280000001,-5.741447816
TRMT6,5.037380325,-8.069835517000001
TRMT61A,8.754078112,-7.076589244
TRMT61B,7.640364572,-10.29116727
TRMU,9.888184713,-5.1196198
TRNAU1AP,6.361591787,-0.011349296000000002
TRNT1,-0.841548064,-7.724705192
TRO,-3.049291094,-5.521464344
TROAP,5.709487292,6.424884721000001
TRPC1,2.350342685,0.341416427
TRPC2,-0.249871218,5.04289566
TRPC4AP,2.598216208,-5.4938443239999994
TRPC6,-3.8597664430000003,6.008870773
TRPM2,10.24520355,4.581198425
TRPM4,-3.343678197,-8.475234934
TRPM6,-3.513175799,5.899022212999999
TRPM7,-5.124358599,-4.357431037
TRPS1,2.876576159,-4.82519501
TRPT1,6.360725236,-4.116496581
TRPV2,6.792627032,4.080143112
TRPV3,2.2475377080000003,3.84968418
TRPV4,-0.702254125,5.316607815
TRPV5,0.45134550100000004,-5.814443941
TRPV6,-4.720672686,-6.972444587000001
TRUB1,-3.723197978,-8.645644475
TRUB2,2.569685729,3.069200551
TSC1,2.3956578530000003,-10.63184744
TSC2,7.425811435,1.8166529969999998
TSC22D1,-6.369662712999999,-3.6189920160000004
TSC22D3,0.167294983,-12.12449281
TSC22D4,7.404301137999999,-3.668129473
TSEN2,0.018834153,-12.04460511
TSEN34,1.085680041,5.768023232999999
TSEN54,9.76126886,4.301939216
TSFM,-1.6008529919999999,-1.56117909
TSG101,2.062810533,6.674863558999999
TSGA10,-2.008995922,1.703935201
TSHZ1,5.21646561,-7.936906499
TSHZ2,-4.270659254,-2.688648572
TSHZ3,-0.354536265,4.476680872
TSKS,-0.302157358,-9.682461767000001
TSNARE1,9.042868214,-8.655318685
TSNAX,-4.372713017,-7.192849457
TSNAXIP1,7.120021621,-6.5737830289999994
TSPAN10,1.890563936,-10.068373199999998
TSPAN13,-6.512653649,-9.202748995
TSPAN14,9.630558129,-7.398360493999999
TSPAN15,1.599754141,-3.092688803
TSPAN16,-4.228647726,0.086844409
TSPAN17,4.9489980639999995,8.195267382
TSPAN18,2.6262330190000003,-7.526855734
TSPAN2,-6.602108938,-3.109179894
TSPAN3,-2.2699095259999997,-10.78240806
TSPAN31,5.08920663,-9.808745442000001
TSPAN32,6.689067316,0.382596725
TSPAN33,-7.5081711470000005,-1.605317684
TSPAN5,5.55818994,8.49893947
TSPAN6,-1.31329412,-9.179274825
TSPAN7,-4.604039091000001,7.591398725
TSPAN9,-7.286708702,3.7462938439999998
TSPEAR-AS2,3.071573556,-8.362945063
TSPEAR,-3.376185328,-1.102805491
TSPO,6.727393348,8.920558377999999
TSPO2,8.064834268,5.760837648
TSPOAP1,-0.426629507,5.187603554
TSPYL1,2.990745548,-10.86699279
TSPYL2,0.304664231,-9.998598268
TSPYL4,-0.748544882,-10.28972129
TSPYL5,-1.4578916769999999,-7.38780528
TSR1,-0.35654308799999995,-9.107149217
TSR2,6.2513418210000005,-0.697316869
TSR3,2.8983098789999997,6.039915391
TSSC4,0.44791543899999997,7.381955644
TSSK4,3.8522668280000003,-4.01039693
TSSK6,6.8072444789999995,-3.187422445
TST,-2.5382404519999997,5.4533179910000005
TSTA3,4.1030860030000005,7.091789299999999
TSTD2,1.5234451580000001,-9.87665326
TTBK2,-1.179551067,-6.0387719970000004
TTC1,0.8032296440000001,7.925645871
TTC12,-1.838653216,-8.118540797
TTC13,2.983828191,-9.831879954
TTC14,-0.507287721,-7.211020297999999
TTC16,0.96850581,2.327581835
TTC17,0.813809827,-7.592819297
TTC19,3.222540758,-8.808298452999999
TTC21A,-4.0004378869999995,-4.58454438
TTC21B,-0.58587263,-5.538012506
TTC22,7.651199635,-0.19477872899999998
TTC23,-0.7600129640000001,6.769125857000001
TTC24,-2.816524347,-6.157450647999999
TTC26,-5.091207183,-3.170703666
TTC27,6.755706298,-7.553387327
TTC28,-4.207979268,-2.8187539260000003
TTC3,0.931165729,-7.438874297999999
TTC31,5.441001994,-10.22928496
TTC32,1.302791635,-7.617299778
TTC33,-6.691451055,-2.04422793
TTC38,5.561664459,7.054820352
TTC39A,1.5417565009999998,-8.993062994
TTC39B,-1.679614856,-8.598735312999999
TTC39C,3.189638509,-1.023104319
TTC5,-1.915044311,-9.702994943
TTC7A,5.0094448,-1.766982394
TTC7B,-5.077377596,5.924749089
TTC8,3.9493819639999996,-6.755496647
TTC9,-5.410574386,-7.419863726
TTC9C,-1.274397856,-11.80325279
TTF1,-5.533326781,-8.824806694
TTF2,5.406418176,-4.637755342
TTI1,3.0058215539999997,-2.202480306
TTI2,1.430053249,-7.825504782
TTK,4.719723136,5.776849876
TTL,-1.82381999,-1.3770383019999999
TTLL1,10.71273017,-7.647959467000001
TTLL11,1.558375181,-10.91680009
TTLL12,13.00730305,-2.123882918
TTLL4,-7.550590431,-1.317530367
TTLL5,-2.8446445710000003,0.597138132
TTLL7,-2.922450939,5.091802906
TTN,-2.090817489,-6.317582184
TTPAL,-0.202360388,-8.586724666
TTYH1,6.817454741000001,5.310648497
TTYH2,11.82928883,-3.80054382
TTYH3,11.35194998,-2.224911386
TUB,5.350717464,-6.819662486
TUBA1A,-1.473642064,7.8034325110000005
TUBA1B,8.616616862999999,-1.033235613
TUBA1C,6.378768235,1.340165325
TUBA3D,4.195230668,-3.687723736
TUBA3FP,3.784118566,-8.104184121
TUBA4A,2.180647263,3.7385466239999996
TUBA8,4.429613767,-9.066925363
TUBB1,-7.42341343,-2.6010847409999998
TUBB2A,5.703695136,2.0743193580000003
TUBB4A,9.082267100000001,3.4604259739999996
TUBB4B,3.4832683710000003,7.954924596000001
TUBB6,7.26255797,-8.179088829
TUBBP1,7.600734127999999,-7.330432895
TUBBP5,3.351651557,9.196808273
TUBD1,-0.428174162,-10.75657028
TUBE1,-3.8484566860000005,-6.643766754
TUBG1,4.89730674,-0.641029197
TUBG2,6.49173783,-2.2580084730000003
TUBGCP2,6.576624821,3.741539351
TUBGCP3,0.7041822659999999,-6.554297559
TUBGCP4,0.904660207,0.072761281
TUBGCP6,3.358908188,-5.332527193
TUFM,10.51830897,2.944147627
TUFT1,-2.177816591,-10.20648766
TULP3,4.224131259,-2.400924859
TULP4,-3.21139131,-3.1143510460000003
TUSC2,0.925502187,2.013279837
TUT1,0.284767869,-1.083922713
TUT4,-0.352009649,-9.10269148
TUT7,-4.3600386030000005,-3.3382431169999998
TVP23A,-4.549775472,-8.133566667
TVP23B,-1.419264616,-6.522688893
TVP23C,9.036148467,-6.600762217000001
TWF1,-3.3072483360000002,0.928076992
TWF1P1,-3.884824638,1.736795514
TWISTNB,-2.596071003,-5.072102729
TWNK,2.705344582,-12.19856393
TWSG1,-2.5298511809999997,2.7382772739999997
TXK,-1.221656509,-8.35217111
TXLNA,9.066726492999999,-8.157841827
TXLNB,6.249230517999999,-8.923301506
TXLNG,0.995935334,-8.938107895
TXN,2.7758851030000002,7.154866447000001
TXN2,0.873354194,3.1214317019999998
TXNDC11,-1.877010766,2.5874952319999998
TXNDC12,-2.545073419,-9.462027772
TXNDC15,2.342760385,-7.307754952000001
TXNDC16,6.25846292,-1.248532872
TXNDC17,0.8527635790000001,8.677516877999999
TXNDC9,-3.832914197,2.211989782
TXNL1,-3.512340655,-1.132463062
TXNL4A,-4.867072073,3.090613737
TXNL4B,7.679472903,-10.98280769
TXNRD2,11.32886756,-4.726577955
TYK2,7.098780331,-4.026241665
TYMP,2.63231258,-1.757852675
TYMS,4.692684646,1.44289037
TYROBP,-0.81402773,8.053957899
TYSND1,3.029644474,-11.56355259
TYW3,-1.8805851740000001,-7.52920458
TYW5,1.333399795,-11.55509271
U2AF1,-6.037316972999999,0.334837975
U2AF1L4,10.27356136,-1.04642807
U2AF2,9.129998176,-7.807265757000001
U2SURP,0.336383849,-7.552194032
UACA,-8.166848997,-5.48246738
UAP1,4.046236925,-2.045025975
UBA1,5.920002456000001,7.010875727
UBA2,-5.208933595,-6.421913796
UBA3,0.305047426,-9.333678366000001
UBA5,-0.9885351509999999,-10.67955199
UBA6,-4.1520223519999995,-4.262367383
UBA7,2.98993976,-4.030502004
UBAC1,-0.381358004,3.6994628489999997
UBAC2,-3.976525502,-9.252269587
UBALD1,11.29556546,-5.403631299
UBALD2,0.967496094,-3.370589536
UBAP1,0.865313488,7.486482279
UBAP2,7.633769714,-9.316467032
UBAP2L,5.385805277999999,-1.271172084
UBASH3A,0.46014666299999996,-8.84381242
UBASH3B,-1.830799315,-7.411603885
